,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,PRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2023-09-10,NWE,,PHI,"L, 20-25",,7,4,40,10.0,0,57.1,5.7,0,0,0,,0,0,0,,0,0,0,0,0,0,33,41.3,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2023-09-17,NWE,,MIA,"L, 17-24",,2,2,19,9.5,0,100.0,9.5,0,0,0,,2,12,0,6.0,1,1,0,0,0,0,6,8.1,0,0.0,3,12.0
2,3.0,3.0,3.0,3.0,2023-09-24,NWE,@,NYJ,"W, 15-10",,3,1,15,15.0,0,33.3,5.0,1,5,0,5.0,2,14,0,7.0,0,0,0,0,0,0,17,23.6,0,0.0,4,12.9
3,4.0,4.0,4.0,4.0,2023-10-01,NWE,@,DAL,"L, 3-38",,3,2,45,22.5,0,66.7,15.0,0,0,0,,1,-2,0,-2.0,0,0,0,0,0,0,18,32.7,0,0.0,2,7.7
4,5.0,5.0,5.0,5.0,2023-10-08,NWE,,NOR,"L, 0-34",,2,1,24,24.0,0,50.0,12.0,0,0,0,,0,0,0,,0,0,0,0,0,0,7,13.0,0,0.0,0,0.0
5,5.0,,6.0,6.0,2023-10-15,NWE,@,LVR,"L, 17-21",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,6.0,6.0,7.0,7.0,2023-10-22,NWE,,BUF,"W, 29-25",*,6,4,54,13.5,0,66.7,9.0,1,20,0,20.0,1,25,0,25.0,0,0,0,0,0,0,37,61.7,0,0.0,1,4.2
7,7.0,7.0,8.0,8.0,2023-10-29,NWE,@,MIA,"L, 17-31",*,7,5,25,5.0,0,71.4,3.6,1,4,0,4.0,0,0,0,,0,0,0,0,0,0,41,77.4,0,0.0,3,11.5
8,8.0,8.0,9.0,9.0,2023-11-05,NWE,,WAS,"L, 17-20",*,7,5,55,11.0,0,71.4,7.9,1,0,0,0.0,2,-2,0,-1.0,0,0,0,0,0,0,53,82.8,0,0.0,6,21.4
9,9.0,9.0,10.0,10.0,2023-11-12,NWE,,IND,"L, 6-10",*,9,6,84,14.0,0,66.7,9.3,0,0,0,,0,0,0,,0,0,0,0,0,0,50,72.5,0,0.0,5,23.8
10,10.0,10.0,11.0,12.0,2023-11-26,NWE,@,NYG,"L, 7-10",,9,6,49,8.2,0,66.7,5.4,0,0,0,,3,9,0,3.0,2,0,0,1,0,0,33,48.5,0,0.0,7,30.4
11,10.0,,12.0,13.0,2023-12-03,NWE,,LAC,"L, 0-6",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,10.0,,13.0,14.0,2023-12-07,NWE,@,PIT,"W, 21-18",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,11.0,11.0,14.0,15.0,2023-12-17,NWE,,KAN,"L, 17-27",*,5,3,33,11.0,0,60.0,6.6,0,0,0,,0,0,0,,0,0,0,0,0,0,38,71.7,0,0.0,0,0.0
14,12.0,12.0,15.0,16.0,2023-12-24,NWE,@,DEN,"W, 26-23",*,8,5,74,14.8,0,62.5,9.3,0,0,0,,0,0,0,,0,0,0,0,0,0,43,74.1,0,0.0,0,0.0
15,13.0,13.0,16.0,17.0,2023-12-31,NWE,@,BUF,"L, 21-27",*,5,3,31,10.3,0,60.0,6.2,3,12,0,4.0,0,0,0,,0,0,0,0,0,0,50,94.3,0,0.0,0,0.0
16,14.0,14.0,17.0,18.0,2024-01-07,NWE,,NYJ,"L, 3-17",,6,2,13,6.5,0,33.3,2.2,1,0,0,0.0,0,0,0,,0,0,0,0,0,0,55,96.5,0,0.0,0,0.0
17,,,,,,,,,3-11,,79,49,561,11.4,0,62.0,7.1,8,41,0,5.1,11,56,0,5.1,3,1,0,1,0,0,481,55.3,0,0.0,31,8.1
