,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2019-09-05,GNB,@,CHI,"W, 10-3",,5,0,0,0.0,2,2,15,7.5,0,100.0,7.5,0,0,0,,0.0,1,1,0,0,0,0,24,39.3,0,0.0,13,52.0
1,2.0,34.0,2.0,2.0,2019-09-15,GNB,,MIN,"W, 21-16",,9,28,0,3.1,4,3,13,4.3,1,75.0,3.3,0,0,0,,0.0,0,0,0,0,0,0,32,45.1,0,0.0,12,41.4
2,3.0,35.0,3.0,3.0,2019-09-22,GNB,,DEN,"W, 27-16",,12,59,0,4.9,2,2,27,13.5,0,100.0,13.5,0,0,0,,0.0,0,0,0,0,0,0,33,61.1,0,0.0,6,23.1
3,4.0,36.0,4.0,4.0,2019-09-26,GNB,,PHI,"L, 27-34",*,0,0,0,,1,1,0,0.0,0,100.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,1,1.3,0,0.0,0,0.0
4,4.0,,5.0,5.0,2019-10-06,GNB,@,DAL,"W, 34-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,5.0,37.0,6.0,6.0,2019-10-14,GNB,,DET,"W, 23-22",,14,104,0,7.4,5,4,32,8.0,1,80.0,6.4,1,9,0,9.0,0.0,0,0,0,0,0,0,39,52.7,0,0.0,10,32.3
6,6.0,38.0,7.0,7.0,2019-10-20,GNB,,OAK,"W, 42-24",,3,5,0,1.7,5,4,26,6.5,1,80.0,5.2,0,0,0,,0.0,1,1,0,0,0,0,23,39.7,0,0.0,8,29.6
7,7.0,39.0,8.0,8.0,2019-10-27,GNB,@,KAN,"W, 31-24",,7,22,1,3.1,3,3,14,4.7,1,100.0,4.7,0,0,0,,0.0,0,0,0,0,0,0,32,47.8,0,0.0,7,25.9
8,8.0,40.0,9.0,9.0,2019-11-03,GNB,@,LAC,"L, 11-26",*,2,10,0,5.0,6,6,39,6.5,1,100.0,6.5,0,0,0,,0.0,0,0,0,0,0,0,22,44.0,0,0.0,12,48.0
9,9.0,41.0,10.0,10.0,2019-11-10,GNB,,CAR,"W, 24-16",,13,63,0,4.8,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,32,50.0,0,0.0,8,34.8
10,10.0,42.0,11.0,12.0,2019-11-24,GNB,@,SFO,"L, 8-37",,11,45,0,4.1,8,7,35,5.0,0,87.5,4.4,0,0,0,,0.0,1,1,0,0,0,0,38,48.1,0,0.0,13,50.0
11,11.0,43.0,12.0,13.0,2019-12-01,GNB,@,NYG,"W, 31-13",,10,41,0,4.1,4,4,26,6.5,0,100.0,6.5,0,0,0,,0.0,1,0,1,0,0,0,27,41.5,0,0.0,7,31.8
12,12.0,44.0,13.0,14.0,2019-12-08,GNB,,WAS,"W, 20-15",,7,24,0,3.4,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,25,41.7,0,0.0,8,32.0
13,13.0,45.0,14.0,15.0,2019-12-15,GNB,,CHI,"W, 21-13",,8,26,0,3.3,1,1,7,7.0,0,100.0,7.0,0,0,0,,0.0,1,0,1,0,0,0,24,40.7,0,0.0,13,52.0
14,14.0,46.0,15.0,16.0,2019-12-23,GNB,@,MIN,"W, 23-10",,6,33,0,5.5,2,2,19,9.5,0,100.0,9.5,0,0,0,,0.0,0,0,0,0,0,0,21,27.3,0,0.0,6,22.2
15,14.0,,16.0,17.0,2019-12-29,GNB,@,DET,"W, 23-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,11-3,,107,460,1,4.3,45,39,253,6.5,5,86.7,5.6,1,9,0,9.0,0.0,5,3,2,0,0,0,373,40.6,0,0.0,123,33.7
