,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,51.0,1.0,1.0,2023-09-10,MIN,,TAM,"L, 17-20",*,12,9,150,16.7,0,75.0,12.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,63,98.4,0,0.0,0,0.0
1,2.0,52.0,2.0,2.0,2023-09-14,MIN,@,PHI,"L, 28-34",*,13,11,159,14.5,0,84.6,12.2,0,0,0,,0,0,,0,0,0,,,,0,0,1,1,0,0,0,0,58,100.0,0,0.0,1,3.4
2,3.0,53.0,3.0,3.0,2023-09-24,MIN,,LAC,"L, 24-28",*,13,7,149,21.3,1,53.8,11.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,78,95.1,0,0.0,0,0.0
3,4.0,54.0,4.0,4.0,2023-10-01,MIN,@,CAR,"W, 21-13",*,9,6,85,14.2,2,66.7,9.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,47,97.9,0,0.0,0,0.0
4,5.0,55.0,5.0,5.0,2023-10-08,MIN,,KAN,"L, 20-27",*,6,3,28,9.3,0,50.0,4.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,51,70.8,0,0.0,0,0.0
5,5.0,,6.0,6.0,2023-10-15,MIN,@,CHI,"W, 19-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,5.0,,7.0,7.0,2023-10-23,MIN,,SFO,"W, 22-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,5.0,,8.0,8.0,2023-10-29,MIN,@,GNB,"W, 24-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,5.0,,9.0,9.0,2023-11-05,MIN,@,ATL,"W, 31-28",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,5.0,,10.0,10.0,2023-11-12,MIN,,NOR,"W, 27-19",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,5.0,,11.0,11.0,2023-11-19,MIN,@,DEN,"L, 20-21",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,5.0,,12.0,12.0,2023-11-27,MIN,,CHI,"L, 10-12",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,6.0,56.0,13.0,14.0,2023-12-10,MIN,@,LVR,"W, 3-0",,3,2,27,13.5,0,66.7,9.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,13,18.1,0,0.0,0,0.0
13,7.0,57.0,14.0,15.0,2023-12-16,MIN,@,CIN,"L, 24-27 (OT)",*,10,7,84,12.0,0,70.0,8.4,0,0,0,,0,1,0.0,0,0,0,0.0,0.00,39.6,0,0,0,0,0,0,0,0,65,95.6,0,0.0,0,0.0
14,8.0,58.0,15.0,16.0,2023-12-24,MIN,,DET,"L, 24-30",*,10,6,141,23.5,1,60.0,14.1,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,1,0,0,54,98.2,0,0.0,0,0.0
15,9.0,59.0,16.0,17.0,2023-12-31,MIN,,GNB,"L, 10-33",*,10,5,59,11.8,0,50.0,5.9,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,53,100.0,0,0.0,0,0.0
16,10.0,60.0,17.0,18.0,2024-01-07,MIN,@,DET,"L, 20-30",*,14,12,192,16.0,1,85.7,13.7,1,-12,0,-12.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,68,93.2,0,0.0,0,0.0
17,,,,,,,,,2-8,,100,68,1074,15.8,5,68.0,10.7,1,-12,0,-12.0,0,1,0.0,0,0,0,0.0,0.00,39.6,0,0,1,1,0,1,0,0,550,85.3,0,0.0,1,0.4
